"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","ÆÑ½º¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸","ÅÂ±×","Àå¾ÖÀÎÆíÀÇ½Ã¼³"
"10932","zh-CN","ÓŞçö?ïÁ","https://chinese.visitseoul.net/attractions/ÓŞçö?ïÁ/CNP010928?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP010928","110-805 âÏ?ã¼?ÖØ??ù»Ô× 33-","110-805 âÏ?ã¼?ÖØ?í¹ùÇ?ÖØ7Ê¶55 ","+82-2-735-1349","","","?ô¸ 12:00-21:00 (KST)","","","3?? ÌØÜØ? 2?õóÏ¢ ?÷×ìÒã¼?ı¨?ñ§?á³ùõòÁñË","à¤õ½,à¤õ½???,??,Ø¼?,?Üâ,Ù£ìÑ??,IU",""
"18929","ja","ÔÔ×û(«È«ó«ê«à)«á«É«¥«×ÍïÛ®","https://japanese.visitseoul.net/attractions/donglim-knot-workshop-jp/JPP018898?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP018898","  ","03056 ñ£ÖØ? «×«¯«Á«ç«ó«í12«®«ë 10 ","+82-2-3673-2778","","http://www.shimyoungmi.com/","10:00~18:00, 10:00~17:00 (11êÅ?2êÅ¡¢ÔÏÌù)","ûı?ìíèøìí","êÅèøìí","3?àÊäÌ??2ÛãõóÏ¢ª«ªé571m"," óÜíÂíÂù¡,?÷Ö??, ?÷ÖÌ¿ªÓÙÍ,«ª«ì«¬«²(ÖÕ?), Ì¿ªÓÙÍ??, İÁõ½ùÛè©õ½, ?÷ÖÍïéı",""
"4996","zh-TW","?ê­ß£Û®","https://tchinese.visitseoul.net/attractions/?ê­ß£Û®/TCP004996?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP004996","110-800 âÏì³ã¼ñ¤ÖØÏ¡ÌıÔ× 79-12","110-800 âÏì³ã¼ñ£ÖØÏ¡İÁõ½ÖØ6Ê¶27 ","+82-2-715-3342","","http://cwsb.modoo.at","ñÎ×¿10:00~17:00£¨ì¤çèå³ğ¤òäú¼£©","çèå³ğ¤ ","çèå³ğ¤","3ûÜàÊäÌÏĞó×3ûÜõóÏ¢ÜÆú¼5~7İÂñ¤","á³ÙÌíŞ , Íïçİô÷úĞ , ?ûÂ , îî÷Ö ,ÖÕïÁ, İÁõ½ùÛè©õ½, Íïçİ ",""
"31252","zh-TW","âÏì³ÖØØÚô÷Ê×÷ù","https://tchinese.visitseoul.net/attractions/âÏì³ÖØØÚô÷Ê×÷ù/TCP031222?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP031222","  âÏì³ã¼ñéÏ¡ÑõÓŞÚ¦ÖØ5Ê¶67-4 âÏì³ÖØ7017Ø¿×ìÔ×ÎÆíŞ","04528  âÏì³ã¼ñéÏ¡÷ÜÍ¢ÖØ33 (ÑõÓŞÚ¦ÖØ5Ê¶) âÏì³ÖØ7017Ø¿×ìÔ×ÎÆíŞ","+82-2-2133-2712","","","4~5êÅ 18:00 ~ 23:00   6~9êÅ 19:00~23:00  12~3êÅ 17:00~23:00","ñÎìé~ñÎìí","","1ûÜàÊâÏì³ó×1¡¢15ûÜõóÏ¢  2¡¢5ûÜàÊõ÷ïáÖØó×5ûÜõóÏ¢","Ø¿×ìÔ× ,çİâúíÂù¡ ,âÏì³ÖØ,âÏì³ÖØ7017,ÍëÍìçİâúíÂù¡,ØÚô÷çİâú,âÏì³ó× ",""
"26263","zh-CN","?åÇØ¨Û©","https://chinese.visitseoul.net/attractions/?åÇØ¨Û©/CNP026191?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP026191","  ","03020 ?ÖØ?í¹ùÇ?ÖØ40Ê¶77 ","+82-2-379-6987","","","09:00~17:00","Øßìí","Ùé","Ëå›°İ¼ß£Ô×Şä?ñéãı284Ú·","ıÙò¹Ø«?Ú·, à¤ÑÑ?Ú·, ÜØäÌÔ×, Tteokjip,ÖÕïÁ",""
"11470","zh-CN","Ù¥Ô×ÕéêıãáãÓñéãı","https://chinese.visitseoul.net/attractions/Ù¥Ô×ÕéêıãáãÓñéãı/CNP011469?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP011469","  ","04538 âÏ?ã¼ñé?ëàò¨ÖØ66??ÑÑë×ó¢?Ù¥Ô×?Íë?İÂ?1? ","+82-2-778-0333","","http://www.instagram.com/ticmyeongdong","Ù¥Ô×ÕéêıãáãÓñéãı / ?Ò·ù¡??? - 09:00~18:00","","õğ?ĞàñéõÕ??ô¸","2?? ëàò¨ÖØìıÏ¢ 5, 6?õóÏ¢","âÏ?,ÒıêªÙşûùÍö?,Õéêı??ñéãı,Ù¥Ô×ÕéêıãáãÓñéãı,âÏ?Õéêı??ñéãı,Ùşûù,Ù¥Ô×","Ùéî¡äô÷çÔ³"
"24099","zh-CN","ïá????","https://chinese.visitseoul.net/attractions/ïá????/CNP001596?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001596","110-210 âÏ?ã¼?ÖØ?ü£Ô× 2  ","03055 âÏ?ã¼?ÖØ?İÁõ½ÖØ5Ê¶48 ","+82-2-2011-5799","","http://jdlib.sen.go.kr/jdlib_index.jsp","í»ë¦??ãø øÁìí 07:00~22:00 (11-2êÅ 08:00~22:00) ñ²ØÇ 07:00~22:00 (11-2êÅ 08:00~22:00)","Øßìí","ØßêÅğ¯ìéûúğ¯ß²ñ²ñ²ß²¡¢?ïÒÊ£ìí(åı?ñ²ìíí¤ïáßÈ??)¡¢?????ÍëÍ±","3?? äÌ?ó×1?õóÏ¢ÜÆú¼10İÂ?","ûúú©í­ìéÑÃÓğ?îÜâÏ?ÌØïÃ,?ÖØÌØïÃ,âÏ?ó¨?ò¢ïÃ,ûúú©í­ìéÑÃÓğ?,âÏ???îÜû¿ò¢Û°,âÏ?ÌØïÃ,?ÖØã¼Ø¡???,ã¼Ø¡ÍëÍì???,?????,ïá????,ÓÛøúâÏ?îÜ???",""
"30896","zh-TW","à¤á³Ú¦á¡ò¢ÕöŞÈÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/à¤á³Ú¦á¡ò¢ÕöŞÈÚÏÚªÎ½/TCP030804?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP030804","100-142 âÏì³ã¼ñéÏ¡ëùñ¶ÖØ2Ê¶16-4 ","04510 âÏì³ã¼ñéÏ¡öÒø«ÖØ5 (ëùñ¶ÖØ2Ê¶) ","+82-2-3147-2404","","https://blog.naver.com/ssmshrine","09:30~17:30 (ñÎß²ËÒÛ¯ò¸20:30)","ñÎì£~ñÎìí","ñÎìé","2¡¢5ûÜàÊõ÷ïáÖØó×4ûÜõóÏ¢","ÚÏÚªÎ½,ÕöŞÈÍëê®,ô¸ñ«?ğÈá¡ñıÖØ,à¤á³Ú¦ÕöŞÈÍëê®,à¤á³Ú¦á¡ò¢ÕöŞÈÚÏÚªÎ½,õ÷ïáÖØ,Íëê®",""
"23663","zh-TW","âÏì³ã¼Ø¡Î¡ùÊÎ½","https://tchinese.visitseoul.net/attractions/âÏì³ã¼Ø¡Î¡ùÊÎ½/TCP023629?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP023629"," âÏì³ã¼ÖÖê«Ï¡ù»Í¢Ô×21 ","01792 âÏì³ã¼ÖÖê«Ï¡ùÛÙşİøà´ÖØ160 ","+82-2-970-4500","","https://science.seoul.go.kr/main","09:30~17:30 *øÍÎ½îñ60İÂñ¤ïÎò­?øù","ñÎì£~ñÎìí","ñÎìé¡¢êªÓ©¡¢õğï½¡¢ñéõÕ","ò¢ôÑ7ûÜàÊù»Í¢ó×3ûÜõóÏ¢ÜÆú¼15İÂñ¤","Î¡ùÊî÷ÕÂíŞ,Î¡ùÊ,Î¡ùÊ?ëÀ,ä®ÔÛ,âÏì³Î¡ùÊÎ½,âÏì³î÷ÕÂ,âÏì³ãæÌØïÇ,Î¡ùÊî÷,î÷ÕÂ,âÏì³ã¼Ø¡Î¡ùÊÎ½,ã¼Ø¡Î¡ùÊÎ½,âÏì³Î¡ùÊî÷ÕÂ,öÑí­,âÏì³Õéú¼,âÏì³Î¡ùÊ",""
"44017","ja","«½«ë«Õ«¡ÑÑÚª","https://japanese.visitseoul.net/attractions/2023026/JPP56qewe?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP56qewe","  "," ÔŞíÍ? «µ«À«ó«í16«®«ë 7 ","+82-2-582-1971","","","6:30~18:30","?ìí","ªÊª·","7?àÊÑûàõ?1ÛãõóÏ¢ª«ªé257m","«ª«ì«¬«²(ÖÕ?), ŞŞï£Ô×, ÔÑíÂ?, ÍïÎı, ÑÑÚªïÁ, ËïõéíÀî§÷ü?",""
"27023","ja","«Ï«Ë«ç«óåÇÜ×ïÁ","https://japanese.visitseoul.net/attractions/hanyeong-tailor-jp/JPP026956?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP026956","  ","04631 ñé? «È«§«²«í20«®«ë 2 ","+82-2-735-1988","","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=236","09:00~19:00 KST","?ìí","ªÊª·","4?àÊÙ¥Ô×?3ÛãõóÏ¢ª«ªé95m","«ª«ì«¬«²(ÖÕ?), «½«¦«ëÚ±?ë¶ß§, Ù¥Ô×, «¹?«Ä, «ª?«À?«¹?«Ä, Ñûàõ«¹?«Ä, Ù¥Ô×",""
"38035","zh-TW","ÏĞØ¡ùşÍöÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/ÏĞØ¡ùşÍöÚÏÚªÎ½/TCP038021?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP038021"," âÏì³Ë°à¤Ï¡ÍöùûÔ×1373-5  ","07505 âÏì³Ë°à¤Ï¡ô¸ÍöÖØÊ¶177£¨ÍöùûÔ×£¬ÏĞØ¡ùşÍöÚÏÚªÎ½£© ","+82-2-6940-3198(9)	","","https://www.aviation.or.kr/index.do	","10:00ò¸18:00    ¡Ø1êÅ1ìí£¬õğï½?ñéõÕÓ×ô¸øÍÎ½ £¨ñÎìé?ÍëıÌìíãÁ£¬öÎó­ìíıÌãÓ£©  ","ñÎì£ò¸ñÎìí","ñÎìé","æÍîÊ5ûÜàÊÑÑøİÑ¦íŞó×ÑÑøİÑ¦íŞÏĞÒ®àÊ1×§¡¸ÏĞØ¡ùşÍöÚÏÚªÎ½¡¹ò¦ãÆøöò¼£¬ğôğ¯2ïÎó³íŞÛ°ú¾ìıÏ¢òÁú¼ÓğÚÏÚªÎ½£¬å³400Ú·£»ûäğôÏĞÒ®àÊ1×§Gate4×îËÒı­ã«ñ¦Ñ¦íŞâàü»÷éŞÍ  ","ÏĞØ¡ÚÏÚªÎ½,museum,ùşÍöÚÏÚªÎ½,Ş«Ñ¦,ÏĞØ¡ùşÍöÚÏÚªÎ½,ÑÑøİÑ¦íŞ,ÚÏÚªÎ½,Ş«Ñ¦ÚÏÚªÎ½,ÏĞØ¡,ùşÍö",""
"4283","zh-CN","äÌñìĞÆÖ­ŞÍ?Ò·?","https://chinese.visitseoul.net/attractions/äÌñìĞÆÖ­ŞÍ?Ò·?/CNP004281?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP004281","100-095 âÏ?ã¼ñé?ÑõÓŞ?ÖØ5Ê¶ 471-2?","100-095 âÏ?ã¼ñé?áÈêÅÖØ91 ","+82-2-3789-1016","","http://www.ahnjunggeun.or.kr/","3êÅò¸10êÅ 10:00 ~ 18:00 11êÅò¸2êÅ 10:00 ~ 17:00 (KST)","àøÑ¢ì£ àøÑ¢ß² àøÑ¢ŞÌ àøÑ¢çé àøÑ¢×¿ àøÑ¢ô¸","Øßñ²ìé£¬1êÅ1ìí£¬õğ?£¬ñéõÕ??ô¸","4?? âÏ?ó×4?õóÏ¢õó?£¬?ã«ÍëÎß?  ","Ù¥Ô×,î÷?,äÌñìĞÆ,äÌñìĞÆÖ­ŞÍ?Ò·?,?Ò·?,?îé,âÏ?ó×,??ó×,?ŞÈ,?Ø¡??Ê«",""
"29408","ja","ùÛ?ô¸ñ«?âæ?íºÚÏÚªÎ½","https://japanese.visitseoul.net/attractions/korean-catholic-martyrs-museum-jp/JPP029394?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP029394","121-883 «½«¦«ëã¼Ø«øİ?ùêïÌÔ×96-1 ","04085 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«È«¸«ç«ó«í6 (ùêïÌÔ×)ùÛ?ô¸ñ«?âæ?íºÚÏÚªÎ½","+82-2-3142-4504~5","","http://www.jeoldusan.or.kr/renew/museum1.php","9:30-17:00","","êÅèøìí","ò¢ù»?2?àÊ/6?àÊ¡¸«Ï«×«Á«ç«ó¡¹?7ÛãõóÏ¢","ï·Ôéß£,«½«¦«ëá¡ò¢,ÚÏÚªÎ½,«««È«ê«Ã«¯,Ü°ìÙÚŞúª,ùÛ?«««È«ê«Ã«¯âæ?íºÚÏÚªÎ½,âæ?á¡ò¢,ùÛ?ô¸ñ«?âæ?íºÚÏÚªÎ½",""
"24910","ja","«½«ó«Ş«Ã«­«ó«Ñ«×","https://japanese.visitseoul.net/attractions/sonmat-gimbap-jp/JPP024905?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP024905","  ","03036 ñ£ÖØ? «Á«ã«Ï«à«ó«í15«®«ë 18 ","+82-2-722-8389","","https://mo1022.modoo.at/","07:00~18:00","øÁìí","øÁìí","3?àÊÌØÜØÏà?2ÛãõóÏ¢ª«ªé626m","«ª«ì«¬«²(ÖÕ?), «´«Şå¯óø«­«ó«Ñ«×, «Ò«ç«¸«ã«¸«ã«È«½«ó, «È«ó«¤«óã¼íŞ, ?ãİ, «­«ó«Ñ«×",""
"43987","ja","«Ò«ç«½«óùÛ?êÂ","https://japanese.visitseoul.net/attractions/2023021/JPPvsi1e5?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPvsi1e5","  "," ÔÔÓŞÚ¦? «ä«ó«ê«ç«ó«¸«å«ó«¢«ó«í 5 «Æ«µ«ó«Ó«ë ","+82-2-961-5544","","blog.naver.com/cjswldls60","10:00~18:00¡¢ÑÑèøìíªÏıÌªß¡£","êÅ?ÙÊ¡¢÷Ï?ìíèøìí","ÑÑèøìí","1?àÊğ§Ô×?2ÛãõóÏ¢ª«ªé113m","«ª«ì«¬«²(ÖÕ?), ùÓÛ°ö½Öû, ùÓÛ°??, «¸«§«®«É«ó(Á¦±âµ¿), ùÓÛ°?î§, «½«¦«ë?Öµã¼",""
"44051","ja","«Ò«ë«¹«È«ê«ó«°","https://japanese.visitseoul.net/attractions/2023044/JPPht2ct9?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPht2ct9","  ","06711 ßúõ®? «Ñ«ó«İ«Ç«í1«®«ë 8¡¢«½«ó«Û«Ó«ë 1Í­ ","+82-507-1407-8195","","hillstring.modoo.at","09:30~18:00","êÅ?ÑÑ","ñÎØÇ¡¢õæìí","3?àÊÑõİ»«Ê«ó«Ö«¿?«ß«Ê«ë?5ÛãõóÏ¢ª«ªé757m","«ª«ì«¬«²(ÖÕ?), ú×?Ğïğ²íÂ, Ù£íİ, «Ğ«¤«ª«ê«ó, éıâúªÎîüÓÑ, à¤õ®, ?Ğïáó×â",""
"28427","ja","«Ô?«¿?«Ñ«ó1978","https://japanese.visitseoul.net/attractions/peterpan-bakery-jp/JPP028351?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP028351","  ","03698 à¤ÓŞÚ¦? «Á«å«ó«¬«í 10 ","+82-2-336-4775","","https://smartstore.naver.com/peterpanbakery","08:00~21:00","?ìí","ªÊª·","æÅıìá³?Îèª«ªé234m","ãæõ½, «Ù?«««ê? «Ñ«ó, «Ñ«ó,«ª«ì«¬«²(ÖÕ?), «è«ó«Ç, «è«ó«Ò«É«ó, ğ²Î¢ïÁ",""
"6671","zh-TW","ÓŞùÛÚÅÏĞÕöŞÈÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/ÓŞùÛÚÅÏĞÕöŞÈÚÏÚªÎ½/TCP006667?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP006667"," âÏì³ã¼ñ£ÖØÏ¡á¦ğóÖØ82-1 "," âÏì³ã¼ñ£ÖØÏ¡á¦ğóÓŞÖØ198 ","+82-2-3703-9200","","http://www.much.go.kr/zh/mainzh.do","* ñÎìé¡¢ì£¡¢ñÎß²¡¢ŞÌ¡¢çé¡¢ìí10:00~18:00 * ×¿ 10:00~21:00 * øÍÎ½îñìéá³ãÁï¸ò­ìıíŞ","ñÎìéò¸ñÎìí","êªÓ©¡¢õğï½¡¢ñéõÕï½","3ûÜàÊÌØÜØÏàó×6ûÜõóÏ¢ 5ûÜàÊÎÃûùÚ¦ó×2ûÜõóÏ¢ 1ûÜàÊñ¤ÊÈó×1¡¢2ûÜõóÏ¢","ÑºÒ·Î½,î÷ÕÂ,ÎÃûùÚ¦,ÓŞùÛÚÅÏĞÕöŞÈÚÏÚªÎ½,ÎÃûùÚ¦ó×,ÕöŞÈÚÏÚªÎ½,å¨ÌØ,Ùşûù,ÚÏÚªÎ½,ÕöŞÈ,ÌØÜØÏàó×,ñ¤ÊÈó×,Ô¼Ø¡à¾åë","Ùíî¡œÉ?á¶,Ùíî¡œÉïÎó³íŞ,ï³ğ¬,íÑòğìÑŞÍÜ×Ùâ÷»(ğÕó¨×ÇëõÔõ),Ùíî¡œÉ÷çÔ³"
"686","zh-TW","÷åÕòäñ3DÚ¸âúÎ½ ","https://tchinese.visitseoul.net/attractions/÷åÕòäñ3DÚ¸âúÎ½/TCP000470?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP000470","121-838 âÏì³ã¼Ø«øİÏ¡à¤ÎéÔ×357-1 à¤ÎéPlaza B2 ","04039 âÏì³ã¼Ø«øİÏ¡ûğìÌÖØ3Ê¶20 ","+82-2-3144-6300","+82-2-325-0972","http://trickeye.com/seoul/ch","09:00?21:00 (õÌı­òäíŞãÁÊà?20:00)","","îïÒ´ÙíıÌ","ò¢ôÑ2ûÜàÊûğìÌÓŞùÊó×9ûÜõóÏ¢ÜÆú¼5~10İÂñ¤   ","ûğìÌÓŞùÊó×,ä®ÔÛ,ûğÓŞ,Ú¸âúÎ½,ARÚ¸âúÎ½,öÑí­,Ø«øİÏ¡,ô÷úĞ,÷åÕòäñ3DÚ¸âúÎ½,Ùşûù,÷åÕòäñÚ¸âúÎ½",""
"2253","zh-TW","ìéÚÅÚ¸âúÎ½","https://tchinese.visitseoul.net/attractions/ìéÚÅÚ¸âúÎ½-tc/TCP002251?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP002251","110-050 âÏì³ã¼ñ£ÖØÏ¡á¦ğóÖØ139-8 ","03187 âÏì³ã¼ñ£ÖØÏ¡á¦ğóÓŞÖØ,152 ","+82-2-2020-2060","","http://ilmin.org/","11:00~19:00","ñÎì£~ñÎìí","ñÎìé","5ûÜàÊÎÃûùÚ¦ó×5ûÜõóÏ¢","??IMA,ÎÃûùÚ¦,î÷ÕÂ,Ú¸âúÎ½,çİâú,ÎÃûùÚ¦ó×,ìéÚÅÚ¸âúÎ½,ÎÃûùÚ¦??ôæ,ãæÚ¤ÚÏÚªÎ½,Ùşûù",""
"24113","zh-CN","Ø²ú­??éö?éÚíä","https://chinese.visitseoul.net/attractions/Ø²ú­??éö?éÚíä/CNP001399?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001399","136-824 âÏ?ã¼àòİÁ?àòİÁÔ× 222-1  222-1","02879 âÏ?ã¼àòİÁ?àòİÁÖØ29Ê¶24 ","+82-2-2241-2632","","http://www.sb.go.kr/tour/mainPage.do","09:00 - 18:00 (KST)","","îïÒ´ÙéıÌ","4?? ?àòÓŞ?ó×6?õóÏ¢ÜÆú¼25İÂ?ûä÷³ã«1111¡¢2112Íë?","Ø²ú­??éö?éÚíä,û³ûù,??éö,?îé,?ŞÈ?îé,àòİÁÔ×?àòÓŞìıÏ¢ó×",""
"28530","zh-CN","æÅıûğÎßÓ?","https://chinese.visitseoul.net/attractions/æÅıûğÎßÓ?/CNP028327?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP028327","  ","03767 à¤ÓŞ??×Şü£Ò³ÓŞÊ¶16 ","+82-2-363-2039","","www.instagram.com/yonhee_photo_studio","ñ²ìéò¸ñ²çé11:00-20:00£¬ñ²×¿11:00-19:00£¬*ñ²ìí14:00-17:00£¨âÍ??íª?£©¡£","Øßô¸","Ùé","Ëå›°2??×Şü£Ò³í­ÓŞ?ó×3?õóÏ¢57Ú·","ğÎø¸ÍïíÂãø,ÖÕïÁ, ö¦?ğÎø¸, ãæõ½, ×Şü£Ò³í­ÓŞ?, ??ğÎø¸, ?ğÎğÎø¸",""
"28539","zh-CN","ûğìÌÙş?","https://chinese.visitseoul.net/attractions/ûğìÌÙş?/CNP028332?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP028332","  ","03779 à¤ÓŞ??æÅá¦ÖØ2  ","+82-2-392-2020","","cafe.naver.com/hongikbook","10:00~21:30","Øßìí","Ùé","Ëå›°2??ãæõ½ó×3?õóÏ¢30Ú·","?ïÁ, ÙşÎı, ãæõ½ó×,ÖÕïÁ, ß¾Ë°ÓŞ?, æÅá¦ÓŞ?, ??, âÏ?Ú±???",""
"27476","zh-TW","çµÔôøİÕéë´íÀãòñéãı","https://tchinese.visitseoul.net/attractions/çµÔôøİÕéë´íÀãòñéãı/TCP027191?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP027191","150-798 âÏì³ã¼çµÔôøİÏ¡ÔôøİÏ¡Ô×4Ê¶442 ","07305 âÏì³ã¼çµÔôøİÏ¡çµñéÖØ15 (ãÁÓÛÎÆíŞ) ","+82-2-2675-5600","","","5êÅ~10êÅ 09:00 KST - 20:00 KST 11êÅ~4êÅ 10:00 KST - 19:00 KST","","õğï½¡¢ñéõÕÓ×ìí","1ûÜàÊçµÔôøİó×6ûÜõóÏ¢ 2ûÜàÊÙşÕÎó×4ûÜõóÏ¢","ÎºÎÃ,èâåŞí¿âó,Õéë´í¿âóô¥,î÷ÕÂ,çµÔôøİ,VRô÷úĞ, Õéë´í¿âóñéãı,Õéë´íÀãòñéãı,ãÁÓÛÎÆíŞ,çµÔôøİÕéë´íÀãòñéãı",""
"37031","zh-TW","ìÌà¼Ô×ùÛè©Ê¶Ô³","https://tchinese.visitseoul.net/attractions/ìÌà¼Ô×ùÛè©Ê¶Ô³/TCP037008?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP037008"," âÏì³ã¼ñ¤ÖØÏ¡ìÌà¼Ô×160-1 ","03133 âÏì³ã¼ñ¤ÖØÏ¡ÔÄûùÚ¦ÖØ11gaÊ¶17 (ìÌà¼Ô×) ","","","","","","","1,3,5ûÜàÊñ¤ÖØß²Ê¶ó×4ûÜõóÏ¢ÜÆú¼142Ú·","ùÛÏĞÙşûù,ùÛÏĞîî÷Ö,îî÷ÖÊ¶Ô³,âÏì³õóë´,ìÌà¼Ô×å³üå,âÏì³ß¤ÜÆ,âÏì³ÜÆú¼û¿ËÛô¥,ìÌà¼Ô×ùÛè©Ê¶Ô³,âÏì³å³üåÖØàÊ,âÏì³ùÛè©,âÏì³å³üå,å³üåõÏôÀò¢ïÇ,ìÌà¼Ô×,ùÛè©Ê¶Ô³",""
"29774","zh-TW","üÜùÍïÍ","https://tchinese.visitseoul.net/attractions/üÜùÍïÍ/TCP029766?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP029766","110-054 âÏì³ã¼ñ£ÖØÏ¡ŞäòÃÔ×ß£1-1 ","03027 âÏì³ã¼ñ£ÖØÏ¡ŞäòÃÖØ9Ê¶15-32 (ŞäòÃÔ×) ","+82-2-738-5785","","http://www.hwanghakjeong.org/","","","","ò¢ôÑ3ûÜàÊÌØÜØÏàó×1ûÜõóÏ¢","Ïáï©íŞ,ÎÃûùÚ¦,ÌØÜØÏàó×,ŞÒï©íŞ,ÏĞÏá,Ïáï©,ìÒèİß£,ÌÔı÷Ïà,ÏĞÏáî÷ãÆÎ½,üÜùÍïÍ",""
"23652","ja","«Á«ç«ó«É«¯(ïá?)?ßöÎ½","https://japanese.visitseoul.net/attractions/jeongdok-library-jp/JPP001596?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP001596","110-210 «½«¦«ëã¼ñ£ÖØ?ü£Ô× 2","03055 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«×«¯«Á«ç«ó«í5«®«ë48 (ü£Ô×)","+82-2-2011-5799","","http://jdlib.sen.go.kr/jdlib_index.jsp","?ã§ãø øÁìí 7:00?22:00 (11êÅ?2êÅ 8:00?22:00) øÁìí 7:00?22:00 (11êÅ?2êÅ 8:00?22:00)","?ìí","?êÅğ¯1¡¤ğ¯3â©èøìí ìíèøìíªòğ¶ª¯ÛöîÜıÌìí ?ßöÎ½ªÎŞÀï×ªËªèªêìéãÁîÜªËÌ½ªŞªÃª¿ıÌìí","ò¢ù»?3?àÊ¡¸«¢«ó«°«¯¡¹?1ÛãõóÏ¢Óù?10İÂ ","«½«¦«ëÜâó¨ªêªëíŞá¶,ã¼Ø¡ÍëÍì?ßöÎ½,í­ÍêªÈìé?ªË,?ßöÎ½«Ç?«È,ñ£ÖØã¼Ø¡?ßöÎ½,ïñ??ßöÎ½,«½«¦«ëÓÛøú?ßöÎ½,ñ£ÖØÌ¸ªëíŞá¶,«½«¦«ëÜâªò?ªàíŞá¶,«½«¦«ëªÎí­Íêª¬Ì¸ªëíŞá¶",""
"43978","zh-TW","ß²åÕ÷·","https://tchinese.visitseoul.net/attractions/2023009/TCP851vd2?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP851vd2","  "," Ë°İÁÏ¡Óì×ÕÖØ8Ê¶6 ","+82-2-983-2890","","","05:00~17:00","Øßô¸","Ùí","Ùëì¨ãæàâà¹ü£Í¢ó×2ûÜõóÏ¢216Ú·","#?ÓÑ#SPA#ß²å×ÕéÎ½#??ôæ#ÜÖÍ¯#Ìèîğ#Ë°İÁ#øÔêá",""
"34919","zh-TW","îï÷ÁììÑºÒ·Î½","https://tchinese.visitseoul.net/attractions/îï÷ÁììÑºÒ·Î½/TCP034860?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP034860"," âÏì³ã¼ñ£ÖØÏ¡Îºâ©Ô×152-1 ","03191 âÏì³ã¼ñ£ÖØÏ¡?Í¢ô¹ÖØ105(Îºâ©Ô×) ","+82-2-318-0903~4","","http://taeil.org","3êÅ~10êÅ 10:00~18:00 11êÅ~2êÅ 10:00~17:30 ","ñÎì£~ñÎìí","ñÎìé¡¢êªÓ©¡¢õğï½¡¢ñéõÕï½","1ûÜàÊñ£ÖØ3Ê¶ó×15ûÜõóÏ¢ 2ûÜàÊëàò¨ÖØ3Ê¶ó×1¡¢2ûÜõóÏ¢","ñ£ÖØÏ¡,îï÷ÁììÑºÒ·Î½,ÖÌÍïê¡ÔÑ,îï÷Áìì,Ú¸ÕòîÜ?Ò´îï÷Áìì,ÑºÒ·Î½",""
